sku,barcode,title,category,subcategory_one,subcategory_two,price,stock_qty,available_stock,created_at
"BBP-B-250","BBP250ML","BLACKBOARD PAINT | 50ml (BBP250ML)","Arts and Crafts","Art Supplies","Paints","69","6","6","2026-06-29T20:10:23.511234+00:00"
"CP-1","CP1L","CRAFT PAINT | 1 LITRE TUB (CP1L)","Arts and Crafts","Art Supplies","Paints","190","112","88","2026-06-29T19:40:47.894295+00:00"
"CP-250","CP250ML","CRAFT PAINT | 250ml TUB (CP250ML)","Arts and Crafts","Art Supplies","Paints","58","1100","1097","2026-06-29T19:40:47.661897+00:00"
"CP-50","CP50ML","CRAFT PAINT | 50ml TUB (CP50ML)","Arts and Crafts","Art Supplies","Paints","16.5","3058","2941","2026-06-29T19:40:47.419728+00:00"
"CCC50-21","C50","CRAZY CRAFTY CLAY | BEIGE - COL 21 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:48.257137+00:00"
"CCC50-24","C50","CRAZY CRAFTY CLAY | BLACK - COL 24 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:48.730439+00:00"
"C50TU-14","C50","CRAZY CRAFTY CLAY | BLUE - COL 14 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:46.093447+00:00"
"C50BO-19","C50","CRAZY CRAFTY CLAY | BRIGHT ORANGE - COL 19 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:43.795474+00:00"
"C50BP-6","C50","CRAZY CRAFTY CLAY | BRIGHT PINK - COL 6 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:46.85227+00:00"
"CCC50-22","C50","CRAZY CRAFTY CLAY | BROWN - COL 22 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:48.024086+00:00"
"C50CE-17","C50","CRAZY CRAFTY CLAY | CERISE - COL 17 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:46.578306+00:00"
"C50GR-12","C50","CRAZY CRAFTY CLAY | GREEN - COL 12 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:44.916066+00:00"
"C50LB-10","C50","CRAZY CRAFTY CLAY | LIGHT BLUE - COL 10 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:46.333281+00:00"
"C50LO-4","C50","CRAZY CRAFTY CLAY | LIGHT ORANGE - COL 4 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:44.239172+00:00"
"C50LP-2","C50","CRAZY CRAFTY CLAY | LIGHT PINK - COL 2 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:47.314849+00:00"
"C50LPU-18","C50","CRAZY CRAFTY CLAY | LIGHT PURPLE - COL 18 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:47.548214+00:00"
"C50LI-5","C50","CRAZY CRAFTY CLAY | LILAC - COL 5 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:48.959634+00:00"
"C50LG-3","C50","CRAZY CRAFTY CLAY | LIME GREEN - COL 3 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:45.376768+00:00"
"C50NO-16","C50","CRAZY CRAFTY CLAY | NEON ORANGE - COL 16 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:44.015833+00:00"
"C50NY-8","C50","CRAZY CRAFTY CLAY | NEON YELLOW - COL 8 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:45.14717+00:00"
"CCC50-11","C50","CRAZY CRAFTY CLAY | PEACH - COL 11 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:44.467713+00:00"
"C50PU-20","C50","CRAZY CRAFTY CLAY | PURPLE - COL 20 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:47.787873+00:00"
"C50RE-13","C50","CRAZY CRAFTY CLAY | RED - COL 13 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:43.568332+00:00"
"C50RB-23","C50","CRAZY CRAFTY CLAY | ROYAL BLUE - COL 23 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:45.86344+00:00"
"C50SG-7","C50","CRAZY CRAFTY CLAY | SEA GREEN - COL 7 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:45.609495+00:00"
"C50FL-9","C50","CRAZY CRAFTY CLAY | SKIN - COL 9 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:47.08497+00:00"
"C50WH-1","C50","CRAZY CRAFTY CLAY | WHITE - COL 1 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:48.494064+00:00"
"C50YE-15","C50","CRAZY CRAFTY CLAY | YELLOW - COL 15 | 50g (C50)","Arts and Crafts","Art Supplies","Sculpting & Moulding","9.5","4","4","2026-06-29T20:02:44.690045+00:00"
"CPG-250","CPG250","GLITTER CRAFT PAINT | 250ml TUB (CPG250)","Arts and Crafts","Art Supplies","Paints","55","69","69","2026-06-29T19:40:49.393053+00:00"
"CPG-50","CPG","GLITTER CRAFT PAINT | 50ml TUB (CPG)","Arts and Crafts","Art Supplies","Paints","13.5","80","80","2026-06-29T19:40:48.931274+00:00"
"GID-100","GID100ML","GLOW-IN-THE-DARK CRAFT PAINT | 100ml TUB (GID100ML)","Arts and Crafts","Art Supplies","Paints","84","1","1","2026-06-29T19:40:49.163174+00:00"
"CPM-250","CPM250ML","METALLIC CRAFT PAINT | 250ml (CPM250ML)","Arts and Crafts","Art Supplies","Paints","87","55","54","2026-06-29T19:40:48.47113+00:00"
"CPM-50","CPM","METALLIC CRAFT PAINT | 50ml TUB (CPM)","Arts and Crafts","Art Supplies","Paints","23.5","123","119","2026-06-29T19:40:48.239237+00:00"
"MP040-12","MP040-12","MOTARRO ACRYLIC PAINT | AZURE | 75ml (MP040-12)","Arts and Crafts","Art Supplies","Paints","17.5","31","25","2026-06-29T20:04:17.497259+00:00"
"MP169-2-ORG","MP169-2","MOTARRO ACRYLIC PAINT | FLUORESCENT | ORANGE | 75ml (MP169-2)","Arts and Crafts","Art Supplies","Paints","18.5","314","295","2026-06-29T20:04:16.803149+00:00"
"MP169-2-OPNK","MP169-2","MOTARRO ACRYLIC PAINT | FLUORESCENT | ORANGE PINK | 75ml (MP169-2)","Arts and Crafts","Art Supplies","Paints","18.5","314","295","2026-06-29T20:04:17.036915+00:00"
"MP169-2-PUR","MP169-2","MOTARRO ACRYLIC PAINT | FLUORESCENT | PURPLE | 75ml (MP169-2)","Arts and Crafts","Art Supplies","Paints","18.5","314","295","2026-06-29T20:04:17.262786+00:00"
"ME400-2","ME400-2","MOTARRO AIR CLAY | 240g | 24PCS (ME400-2)","Arts and Crafts","Art Supplies","Sculpting & Moulding","27.5","215","215","2026-06-29T20:04:15.408193+00:00"
"ME395-8","ME395-8","MOTARRO CREPE PAPER | LIGHT PINK | 35x10mm | 4PCS (ME395-8)","Arts and Crafts","Crafts","Shredded and Crepe","11","5","5","2026-06-29T20:11:51.293851+00:00"
"MP064","MP064","MOTARRO EASEL | 30cm  (MP064)","Arts and Crafts","Art Supplies","Easels","33","231","231","2026-06-29T20:04:15.639808+00:00"
"ME119-8","ME119-8","MOTARRO FELT BAG | ORANGE | 25x30cm | 70g | 5PCS (ME119-8)","Arts and Crafts","Crafts","Felt Bags","14.5","59","59","2026-06-29T20:04:13.092892+00:00"
"ME119-2","ME119-2","MOTARRO FELT BAG | WHITE | 25x30cm | 70g | 5PCS (ME119-2)","Arts and Crafts","Crafts","Felt Bags","14.5","47","47","2026-06-29T20:04:13.318824+00:00"
"ME095-A","ME095-A","MOTARRO LED LETTER LIGHT | A | 22cm (ME095-A)","Arts and Crafts","Crafts","Lights","29.5","78","78","2026-06-29T20:11:50.055635+00:00"
"ME095-2","ME095-2","MOTARRO LED NUMBERS LIGHT | 2 | 22cm (ME095-2)","Arts and Crafts","Crafts","Lights","29.5","10","10","2026-06-29T20:11:49.823774+00:00"
"MP154-4","MP154-4","MOTARRO PAINTBRUSH | SET OF 3 (MP154-4)","Arts and Crafts","Art Supplies","Brushes & Applicators","19.5","108","108","2026-06-29T20:04:16.357558+00:00"
"MP145-6","MP145-6","MOTARRO PAINTING PALETTE | 170mm | 11 GRIDS (MP145-6)","Arts and Crafts","Art Supplies","Painting Palettes","9.5","1151","1151","2026-06-29T20:04:16.128677+00:00"
"MP145-8","MP145-8","MOTARRO PAINTING PALETTE | 170x230mm | 10 GRIDS (MP145-8)","Arts and Crafts","Art Supplies","Painting Palettes","9.5","833","833","2026-06-29T20:04:15.906629+00:00"
"ME130-13","ME130-13","MOTARRO WOOD CHIP 180|200mm (ME130-13)","Arts and Crafts","Crafts","Wooden","45","200","200","2026-06-29T20:11:50.57218+00:00"
"CPN-50","CPN50ML","NEON CRAFT PAINT | 50ml TUB (CPN50ML)","Arts and Crafts","Art Supplies","Paints","33","293","293","2026-06-29T19:40:48.698984+00:00"
"DA2912-801","8685980001A","ACRYLIC ARROW DROP 29x12mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T20:09:30.710817+00:00"
"DA3713-801","8685980001A","ACRYLIC ARROW DROP 37x13mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T20:09:30.945715+00:00"
"DAG10522-801","8685980001A","ACRYLIC ARROW GROOVED DROP 105x22mm (hole 2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T20:09:31.181743+00:00"
"DB3127-801","8685980001A","ACRYLIC BALOON-DROP 31x27mm (hole 2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T20:09:31.414051+00:00"
"DB3835-801","8685980001A","ACRYLIC BALOON-DROP 38x35mm (hole 2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T20:09:31.645051+00:00"
"BBN10-848","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:20.132059+00:00"
"BBN10-842","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:19.904395+00:00"
"BBN10-839","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:19.672433+00:00"
"BBN10-801","8685980001A","ACRYLIC BEAD BICONE 10mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:18.263883+00:00"
"BBN10-814","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:18.962643+00:00"
"BBN10-810","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:18.727783+00:00"
"BBN10-806","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:18.494846+00:00"
"BBN10-835","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:19.438748+00:00"
"BBN10-819","8685980001","ACRYLIC BEAD BICONE 10mm (hole 2mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:19.203501+00:00"
"BBN12-848","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:22.225635+00:00"
"BBN12-842","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:22.000062+00:00"
"BBN12-839","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:21.770318+00:00"
"BBN12-801","8685980001A","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:20.359701+00:00"
"BBN12-814","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:21.066339+00:00"
"BBN12-810","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:20.834819+00:00"
"BBN12-806","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:20.593895+00:00"
"BBN12-835","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:21.540366+00:00"
"BBN12-819","8685980001","ACRYLIC BEAD BICONE 12mm (hole 2.5mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:21.303297+00:00"
"BBN14-848","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:24.49209+00:00"
"BBN14-842","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:24.255738+00:00"
"BBN14-839","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:24.025197+00:00"
"BBN14-801","8685980001A","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:22.458347+00:00"
"BBN14-814","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:23.153387+00:00"
"BBN14-810","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:22.922995+00:00"
"BBN14-806","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:22.687619+00:00"
"BBN14-835","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:23.794112+00:00"
"BBN14-819","8685980001","ACRYLIC BEAD BICONE 14mm (hole 2.5mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:23.39426+00:00"
"BBN16-848","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:26.577245+00:00"
"BBN16-842","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:26.346721+00:00"
"BBN16-839","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:26.113214+00:00"
"BBN16-801","8685980001A","ACRYLIC BEAD BICONE 16mm (hole 3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:24.729402+00:00"
"BBN16-814","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:25.41792+00:00"
"BBN16-810","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:25.190126+00:00"
"BBN16-806","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:24.961823+00:00"
"BBN16-835","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:25.882859+00:00"
"BBN16-819","8685980001","ACRYLIC BEAD BICONE 16mm (hole 3mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:25.655057+00:00"
"BBN18-848","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:28.662622+00:00"
"BBN18-842","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:28.431098+00:00"
"BBN18-839","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:28.194718+00:00"
"BBN18-801","8685980001A","ACRYLIC BEAD BICONE 18mm (hole 3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:26.810496+00:00"
"BBN18-814","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:27.503274+00:00"
"BBN18-810","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:27.275162+00:00"
"BBN18-806","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:27.04127+00:00"
"BBN18-835","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:27.961979+00:00"
"BBN18-819","8685980001","ACRYLIC BEAD BICONE 18mm (hole 3mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:27.729462+00:00"
"BBN20-848","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:30.792652+00:00"
"BBN20-842","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:30.517359+00:00"
"BBN20-839","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:30.286683+00:00"
"BBN20-801","8685980001A","ACRYLIC BEAD BICONE 20mm (hole 3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:28.888766+00:00"
"BBN20-814","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:29.593347+00:00"
"BBN20-810","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:29.362981+00:00"
"BBN20-806","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:29.134924+00:00"
"BBN20-835","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:30.053574+00:00"
"BBN20-819","8685980001","ACRYLIC BEAD BICONE 20mm (hole 3mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:29.82177+00:00"
"BBN22-801","8685980001A","ACRYLIC BEAD BICONE 22mm (hole 3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:31.023855+00:00"
"BBN24-801","8685980001A","ACRYLIC BEAD BICONE 24mm (hole 3.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:31.259288+00:00"
"BBN26-801","8685980001A","ACRYLIC BEAD BICONE 26mm (hole 3.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:31.494513+00:00"
"BBN30-801","8685980001A","ACRYLIC BEAD BICONE 30mm (hole 5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:31.725649+00:00"
"BBN4-848","8685980001","ACRYLIC BEAD BICONE 4mm (hole 2mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:33.108035+00:00"
"BBN4-842","8685980001","ACRYLIC BEAD BICONE 4mm (hole 2mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:32.87737+00:00"
"BBN4-839","8685980001","ACRYLIC BEAD BICONE 4mm (hole 2mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:32.648501+00:00"
"BBN4-801","8685980001A","ACRYLIC BEAD BICONE 4mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:31.958524+00:00"
"BBN4-806","8685980001","ACRYLIC BEAD BICONE 4mm (hole 2mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:32.196959+00:00"
"BBN4-819","8685980001","ACRYLIC BEAD BICONE 4mm (hole 2mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:32.423978+00:00"
"BBN6-848","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:35.215043+00:00"
"BBN6-842","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:34.982431+00:00"
"BBN6-839","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:34.749448+00:00"
"BBN6-801","8685980001A","ACRYLIC BEAD BICONE 6mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:33.340288+00:00"
"BBN6-814","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:34.0265+00:00"
"BBN6-810","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:33.798442+00:00"
"BBN6-806","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:33.568607+00:00"
"BBN6-835","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:34.494475+00:00"
"BBN6-819","8685980001","ACRYLIC BEAD BICONE 6mm (hole 2mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:34.259252+00:00"
"BBN8-848","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - BLACK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:37.327163+00:00"
"BBN8-842","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:37.094265+00:00"
"BBN8-839","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - BROWN  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:36.862812+00:00"
"BBN8-801","8685980001A","ACRYLIC BEAD BICONE 8mm (hole 2mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:35.443749+00:00"
"BBN8-814","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - LIME  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:36.16249+00:00"
"BBN8-810","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - ORANGE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:35.927152+00:00"
"BBN8-806","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:35.68334+00:00"
"BBN8-835","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - PURPLE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:36.62561+00:00"
"BBN8-819","8685980001","ACRYLIC BEAD BICONE 8mm (hole 2mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:36.390918+00:00"
"BBY2430-842","8685980001","ACRYLIC BEAD BUTTERFLY 24x30mm (HOLE-2.5mm) - BLUE  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:38.523602+00:00"
"BBY2430-801","8685980001A","ACRYLIC BEAD BUTTERFLY 24x30mm (HOLE-2.5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:37.557245+00:00"
"BBY2430-814","8685980001","ACRYLIC BEAD BUTTERFLY 24x30mm (HOLE-2.5mm) - LIME - 814 (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:38.028549+00:00"
"BBY2430-806","8685980001","ACRYLIC BEAD BUTTERFLY 24x30mm (HOLE-2.5mm) - PINK  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:37.788331+00:00"
"BBY2430-819","8685980001","ACRYLIC BEAD BUTTERFLY 24x30mm (HOLE-2.5mm) - RED  (8685980001)","Beads","Acrylic","","39","84","83","2026-06-29T19:58:38.294122+00:00"
"BLF28-801","8685980001A","ACRYLIC BEAD LARGE FACETTE ROUND 28mm (hole 5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:40.675482+00:00"
"BLF30-801","8685980001A","ACRYLIC BEAD LARGE FACETTE ROUND 30mm (hole 5mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:40.906307+00:00"
"BNF22-801","8685980001A","ACRYLIC BEAD NON-FACETED ROUND 22mm (hole 3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:41.141793+00:00"
"BNF28-801","8685980001A","ACRYLIC BEAD NON-FACETED ROUND 28mm (hole 4mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:41.373934+00:00"
"BOL2317-801","8685980001A","ACRYLIC BEAD OVAL 23x17mm (HOLE-3mm) - CLEAR  (8685980001A)","Beads","Acrylic","","79","30","30","2026-06-29T19:58:41.607378+00:00"
